#
# The Rise of Faint, Red AGN at z>4
# Kocevski et al. 2024
# Table 3 
#
# Columns:
#  1 ID
#  2 Ra
#  3 Dec
#  4 zbest
#  5 zflag - zphot=0, zspec=1
#  6 beta_UV
#  7 beta_UV_err
#  8 beta_opt
#  9 beta_opt_err
#  10 mag444
#  11 m_uv - measured at rest-frame 1450A
#  12 M_UV - measured at rest-frame 1450A
#
#  Questions / comments: dkocevsk@colby.edu
#
        CEERS 124311 214.863954  52.918145  7.39 0 -1.56 1.81  0.21 0.34 27.98 30.04 -16.98
         NGDEEP 1868  53.262517 -27.820981  4.45 0 -1.71 0.03  2.22 0.01 23.80 26.87 -19.34
         NGDEEP 2510  53.227373 -27.828794  6.73 0 -1.82 0.14  1.27 0.04 25.40 27.94 -18.94
         NGDEEP 3027  53.276239 -27.839022  6.04 0 -1.90 0.08  1.59 0.03 25.01 27.63 -19.08
         NGDEEP 4524  53.243145 -27.862041  6.73 0 -2.34 0.12  0.98 0.05 25.43 27.18 -19.70
         NGDEEP 5091  53.267687 -27.869338  8.89 0 -1.42 0.06  3.40 0.07 26.23 28.28 -19.02
         NGDEEP 7057  53.220037 -27.804005  5.29 0 -2.31 0.19  1.08 0.09 27.11 28.58 -17.91
         NGDEEP 9888  53.235335 -27.821536  8.29 0 -2.23 0.22  2.98 0.34 27.70 29.06 -18.14
        NGDEEP 11365  53.235203 -27.832254  9.76 0 -1.83 0.72  5.04 0.52 28.45 31.13 -16.31
        NGDEEP 12355  53.245764 -27.845503  4.45 0 -2.39 0.33  0.50 0.39 26.69 28.26 -17.94
        NGDEEP 16817  53.250314 -27.870406  6.28 0 -2.28 1.01  1.74 0.26 28.07 30.84 -15.92
           JADES 430  53.161372 -27.737666  6.79 0 -1.53 0.12  0.80 0.03 25.10 27.58 -19.31
           JADES 534  53.158183 -27.739128  6.10 0 -1.32 0.25  2.02 0.06 25.58 28.57 -18.15
           JADES 903  53.184783 -27.744047  5.05 0 -2.24 0.44  0.49 0.09 26.79 28.93 -17.48
          JADES 2632  53.179218 -27.758732  5.98 0 -1.64 0.18  0.27 0.06 26.08 27.96 -18.73
          JADES 3856  53.190768 -27.767884  7.33 0 -2.25 0.26  0.28 0.15 27.71 28.73 -18.28
          JADES 4454  53.166111 -27.772041  6.34 0 -1.82 0.19  0.01 0.09 26.22 27.92 -18.86
          JADES 4461  53.203994 -27.772098  7.51 0 -1.81 0.35  2.21 0.06 25.90 29.02 -18.02
          JADES 6698  53.126898 -27.786151  7.24 0 -1.05 0.28  1.94 0.04 25.45 29.10 -17.89
          JADES 6923  53.125427 -27.787437  4.99 0 -1.37 0.42  0.67 0.03 25.84 29.84 -16.56
          JADES 8103  53.121420 -27.794912  7.51 0 -0.41 0.48  2.17 0.05 26.17 30.17 -16.88
          JADES 8275  53.175596 -27.795890  5.59 0 -2.03 0.33  0.27 0.14 26.81 28.04 -18.54
          JADES 8646  53.111539 -27.798072  4.15 0 -1.85 0.38  0.07 0.10 26.84 28.85 -17.23
         JADES 10491  53.145293 -27.808666  2.89 0 -1.37 0.29  0.84 0.06 25.77 29.08 -16.37
         JADES 11027  53.159331 -27.811751  4.87 0 -2.50 0.20  0.24 0.06 26.69 28.20 -18.15
         JADES 11125  53.067680 -27.812331  4.63 0 -1.96 0.04  0.73 0.02 23.98 26.02 -20.25
         JADES 12068  53.126537 -27.818091  5.92 1 -2.31 0.19  0.62 0.08 26.03 27.58 -19.09
         JADES 14445  53.086974 -27.831901  6.16 0 -1.81 0.25  1.19 0.09 26.19 28.31 -18.43
         JADES 14655  53.073157 -27.833130  7.33 0 -1.58 0.36  0.21 0.12 26.68 28.11 -18.90
         JADES 15457  53.067296 -27.838335  6.43 0 -1.87 0.67  1.58 0.12 26.16 28.93 -17.87
         JADES 16024  53.042427 -27.841818  4.69 0 -2.06 0.21  1.88 0.06 23.73 27.63 -18.66
         JADES 17724  53.034904 -27.852188  4.36 0 -1.49 0.12  0.27 0.04 25.37 27.70 -18.47
         JADES 17876  53.096419 -27.853090  5.29 0 -1.81 0.24  1.08 0.07 26.99 29.26 -17.23
         JADES 18065  53.046014 -27.853993  8.14 0 -1.74 0.20  2.14 0.17 26.43 28.12 -19.05
         JADES 19110  53.115315 -27.859219  3.70 0 -1.71 0.21 -0.01 0.06 25.36 28.18 -17.71
         JADES 20532  53.124768 -27.866299  4.51 0 -1.38 0.11  0.52 0.04 24.37 27.39 -18.84
         JADES 21540  53.064114 -27.870933  5.41 0 -2.67 0.42  1.89 0.07 25.84 28.34 -18.19
         JADES 21598  53.087731 -27.871244  4.72 0 -1.81 0.31  1.14 0.07 26.86 28.99 -17.31
         JADES 21925  53.086830 -27.873056  3.10 0 -1.41 0.14  1.27 0.03 22.69 26.99 -18.59
         JADES 24052  53.074129 -27.883704  5.23 0 -1.82 0.38  0.23 0.07 25.98 27.96 -18.51
         JADES 24287  53.036911 -27.884895  3.40 0 -1.25 0.11  0.02 0.03 24.68 27.22 -18.52
         JADES 25547  53.119075 -27.892556  7.36 0 -1.75 0.80  1.81 0.17 25.93 28.50 -18.52
         JADES 26901  53.097523 -27.901256  5.26 0 -1.50 0.12  0.64 0.04 24.28 26.89 -19.60
         JADES 27709  53.076339 -27.909921  5.47 0 -2.15 0.37  1.33 0.10 25.36 27.98 -18.57
         JADES 30318  53.096263 -27.901148  8.20 0 -2.11 0.25  1.31 0.42 27.72 28.73 -18.45
         JADES 31938  53.108632 -27.895708  7.48 0 -2.29 3.16  1.66 0.38 28.14 30.09 -16.95
         JADES 33140  53.039823 -27.891842  7.18 0 -2.71 0.42  0.07 0.25 28.99 29.71 -17.27
         JADES 33225  53.055900 -27.891657  5.71 0 -2.18 0.45  1.59 0.18 27.61 29.37 -17.25
         JADES 51898  53.101878 -27.810947  5.17 0 -1.07 0.96  0.88 0.14 26.26 29.78 -16.67
         JADES 58277  53.133827 -27.828256  7.48 0 -1.73 1.68  2.84 0.22 27.09 30.41 -16.63
         JADES 64894  53.060546 -27.848401  5.44 0 -1.86 0.40  0.63 0.20 26.89 28.79 -17.75
         JADES 65849  53.108307 -27.851008  5.71 0 -2.64 0.67  0.87 0.25 27.68 29.05 -17.56
         JADES 67592  53.072478 -27.855352 11.26 0 -0.81 0.31  2.23 0.38 28.56 30.12 -17.53
         JADES 74394  53.147950 -27.759930  6.16 0 -2.38 0.58  1.02 0.20 27.65 29.66 -17.07
         JADES 81234  53.144299 -27.779856  7.93 0 -1.17 1.10  1.16 0.15 27.58 29.66 -17.47
         JADES 82209  53.197512 -27.782456 10.48 0 -1.80 0.28  0.60 0.49 28.62 29.49 -18.05
         JADES 85727  53.138702 -27.792481  8.65 0 -2.24 0.40  3.01 0.46 28.78 30.43 -16.83
     PRIMER-COS 2144 150.139906   2.442501  4.66 0 -1.10 0.66  0.05 0.20 27.53 28.96 -17.32
     PRIMER-COS 2356 150.163424   2.439157  5.14 0 -0.84 0.65  0.34 0.04 24.22 28.24 -18.20
     PRIMER-COS 2451 150.173282   2.437678  4.69 0 -1.60 0.26  0.14 0.08 24.82 26.72 -19.57
     PRIMER-COS 2601 150.131691   2.435682  4.51 0 -2.05 0.14  0.99 0.05 24.00 26.42 -19.81
     PRIMER-COS 3209 150.116167   2.427454  4.63 0 -2.39 0.88  0.48 0.22 26.79 28.69 -17.58
     PRIMER-COS 3866 150.100965   2.419420  4.66 1 -0.48 0.03  0.12 0.02 19.75 22.58 -23.71
     PRIMER-COS 4240 150.128729   2.416338  5.80 0 -2.18 0.36  0.96 0.08 25.22 27.23 -19.41
     PRIMER-COS 5621 150.155826   2.403112  5.23 0 -2.00 0.32  0.55 0.05 25.29 27.75 -18.72
     PRIMER-COS 5844 150.137105   2.401210  8.20 0 -2.19 0.21  1.73 0.19 26.13 27.48 -19.70
     PRIMER-COS 7071 150.142362   2.390024  5.23 0 -2.64 1.07  1.19 0.10 26.02 28.49 -17.98
     PRIMER-COS 7103 150.125820   2.389715  7.03 0 -2.55 0.34  0.59 0.11 26.56 27.69 -19.25
     PRIMER-COS 7236 150.170166   2.388390  5.29 0 -1.93 0.14  0.48 0.04 23.74 25.88 -20.61
     PRIMER-COS 8227 150.156844   2.379459  6.67 0 -1.56 0.74  0.89 0.08 25.95 28.90 -17.96
     PRIMER-COS 8550 150.175900   2.376759  4.93 0 -1.83 0.74  0.16 0.08 25.82 28.70 -17.68
     PRIMER-COS 8925 150.074228   2.373893  5.20 0 -1.81 0.17  0.55 0.04 24.37 26.64 -19.82
     PRIMER-COS 8962 150.094115   2.373685  6.52 0 -0.82 1.11  1.54 0.12 25.20 28.66 -18.16
     PRIMER-COS 9114 150.078333   2.372687  5.74 0 -2.31 0.74  0.91 0.11 26.02 28.44 -18.18
    PRIMER-COS 10864 150.106897   2.360045  7.45 0 -1.41 0.26  0.88 0.06 25.33 27.58 -19.46
    PRIMER-COS 11625 150.063327   2.354978  4.72 0 -1.29 0.52  0.47 0.10 25.50 27.99 -18.31
    PRIMER-COS 12184 150.076710   2.350924  5.17 0 -2.29 0.54  0.77 0.10 26.13 28.17 -18.29
    PRIMER-COS 13104 150.144439   2.344396  4.54 0 -2.11 0.11  0.52 0.03 24.05 26.26 -19.98
    PRIMER-COS 13211 150.098997   2.343621  7.06 0 -2.60 0.07  1.38 0.03 23.89 25.14 -21.82
    PRIMER-COS 13886 150.175769   2.338785  5.86 0 -1.23 0.17  1.02 0.04 23.56 26.64 -20.02
    PRIMER-COS 15702 150.075680   2.325286  4.69 0 -1.11 0.58  0.75 0.21 27.32 28.73 -17.56
    PRIMER-COS 16423 150.158353   2.320199  5.17 0 -2.11 0.27  0.43 0.04 25.31 27.76 -18.69
    PRIMER-COS 18805 150.067833   2.303299  6.43 0 -2.23 0.71  0.80 0.19 25.62 27.74 -19.07
    PRIMER-COS 20188 150.076026   2.293770  5.77 0 -1.18 1.04  0.92 0.18 25.25 28.18 -18.45
    PRIMER-COS 20492 150.055362   2.291587  6.43 0 -1.98 0.25  0.16 0.09 24.46 26.00 -20.80
    PRIMER-COS 21151 150.160250   2.286545  6.52 0 -1.94 0.28  1.21 0.07 24.61 27.00 -19.83
    PRIMER-COS 21273 150.079159   2.285734  6.37 0 -2.06 0.35  0.79 0.09 25.73 27.59 -19.20
    PRIMER-COS 21309 150.111534   2.285523  5.23 0 -2.58 1.12  0.15 0.12 26.64 28.70 -17.77
    PRIMER-COS 21700 150.115213   2.282988  4.69 0 -1.49 0.99  0.30 0.13 26.36 28.73 -17.56
    PRIMER-COS 21824 150.129272   2.282174  5.98 0 -1.29 0.21  1.72 0.04 24.61 27.43 -19.26
    PRIMER-COS 21848 150.133426   2.282079  5.38 0 -1.92 0.41  0.60 0.10 26.41 28.34 -18.18
    PRIMER-COS 22424 150.082810   2.277724  5.35 0 -2.00 0.54  2.00 0.07 25.24 28.34 -18.17
    PRIMER-COS 22433 150.078017   2.277621  6.28 0 -1.42 0.32  1.25 0.08 24.41 27.33 -19.43
    PRIMER-COS 22990 150.152758   2.273191  5.17 0 -2.49 0.67  0.65 0.12 26.57 28.43 -18.03
    PRIMER-COS 23860 150.156146   2.266059  4.63 0 -1.37 0.38  0.48 0.07 25.22 27.82 -18.45
    PRIMER-COS 24118 150.150786   2.264098  4.72 0 -1.33 0.41  0.90 0.07 25.21 28.01 -18.30
    PRIMER-COS 24284 150.124720   2.262795  6.43 0 -1.35 0.39  2.46 0.05 24.55 28.14 -18.67
    PRIMER-COS 25273 150.084702   2.254013  8.56 0 -1.87 0.19  1.64 0.19 26.29 27.60 -19.64
    PRIMER-COS 25438 150.149346   2.252564  5.47 0 -2.55 0.66  0.98 0.11 26.00 28.10 -18.45
    PRIMER-COS 26016 150.063751   2.246798  5.47 0 -1.00 0.19  1.27 0.03 23.22 27.09 -19.45
    PRIMER-COS 26165 150.111060   2.245269  7.39 0 -1.46 0.31  1.06 0.07 25.27 27.50 -19.52
    PRIMER-COS 26676 150.066564   2.240178  6.04 0 -1.86 0.69  1.37 0.14 25.50 27.95 -18.76
    PRIMER-COS 27477 150.098383   2.232665  4.33 0 -2.17 1.89  0.41 0.07 23.49 28.23 -17.93
    PRIMER-COS 27851 150.149505   2.228654  6.49 0 -2.14 0.53  0.35 0.10 25.80 27.86 -18.96
    PRIMER-COS 30025 150.122938   2.203296  5.26 0 -2.28 1.53  0.29 0.10 24.91 27.28 -19.20
    PRIMER-COS 30244 150.071665   2.200398  5.17 0 -1.71 0.31  1.02 0.05 23.62 26.83 -19.63
    PRIMER-COS 30612 150.118931   2.194972  6.37 0 -1.62 0.15  1.66 0.06 24.54 26.81 -19.98
    PRIMER-COS 31362 150.149146   2.183952  6.01 0 -2.55 0.23  0.36 0.07 24.76 26.24 -20.45
    PRIMER-COS 35781 150.085867   2.189921  4.72 0 -1.33 1.74  1.09 0.29 26.94 29.50 -16.81
    PRIMER-COS 36179 150.075250   2.191796  7.45 0 -1.71 1.35  1.68 0.32 26.51 28.75 -18.29
    PRIMER-COS 39253 150.149576   2.205510  8.56 0 -2.48 0.36  0.33 0.29 26.28 27.24 -20.00
    PRIMER-COS 42535 150.063143   2.218324  6.49 0 -2.78 2.35  0.54 0.31 26.70 28.80 -18.02
    PRIMER-COS 44560 150.062547   2.225718  7.45 0 -1.70 1.32  2.11 0.32 25.75 28.41 -18.62
    PRIMER-COS 46911 150.175418   2.234439 10.60 0 -0.72 0.94  2.11 0.64 26.92 28.72 -18.84
    PRIMER-COS 49030 150.109599   2.241405  7.48 0 -2.61 2.29  2.67 0.38 26.94 29.38 -17.66
    PRIMER-COS 52735 150.123521   2.254837  6.94 0 -1.67 0.63  0.13 0.32 26.91 28.04 -18.88
    PRIMER-COS 55624 150.104751   2.263992  6.22 0 -0.96 2.72  0.49 0.20 27.04 30.53 -16.22
    PRIMER-COS 57613 150.099018   2.270399  6.37 0 -1.73 1.56  1.46 0.26 26.61 29.05 -17.74
    PRIMER-COS 57671 150.116172   2.270558  5.17 0 -2.35 0.99  1.86 0.15 26.18 28.74 -17.71
    PRIMER-COS 58401 150.098225   2.272912  5.20 0 -2.52 2.91  1.06 0.31 26.97 29.08 -17.38
    PRIMER-COS 63553 150.183066   2.288418  5.44 0 -2.55 0.66  0.37 0.16 26.45 28.03 -18.51
    PRIMER-COS 65459 150.129180   2.294164  7.45 0 -1.67 3.60  1.81 0.47 27.37 29.57 -17.47
    PRIMER-COS 67746 150.081871   2.300450  9.16 0 -2.44 0.35  1.48 0.70 27.90 28.40 -18.95
    PRIMER-COS 70533 150.136254   2.308030 11.92 0 -0.50 0.41  5.33 0.26 26.38 28.89 -18.85
    PRIMER-COS 74251 150.072897   2.323619  6.43 0 -1.71 0.73  1.11 0.18 26.36 28.67 -18.14
    PRIMER-COS 75330 150.083618   2.320564  5.56 0 -2.10 1.03  1.43 0.25 26.53 28.65 -17.92
    PRIMER-COS 78729 150.161027   2.465804 10.45 0 -1.59 0.57  2.13 0.35 25.25 27.43 -20.12
    PRIMER-COS 79014 150.160274   2.464053  9.79 0 -1.83 0.41  1.53 0.53 27.07 28.14 -19.31
    PRIMER-COS 80637 150.118144   2.454310  7.45 0 -1.31 1.40  1.20 0.49 27.37 29.07 -17.96
    PRIMER-COS 81528 150.129893   2.448441  7.93 0 -2.14 0.44  0.33 0.24 26.93 27.73 -19.40
    PRIMER-COS 86997 150.115063   2.419683  6.40 0 -1.63 1.34  1.24 0.20 26.32 28.82 -17.98
    PRIMER-COS 93733 150.076182   2.394829  9.04 0 -0.85 0.83  3.16 0.58 26.56 28.80 -18.53
   PRIMER-COS 100798 150.058948   2.371372  5.20 0 -1.98 0.80  1.81 0.26 26.29 28.16 -18.30
   PRIMER-COS 101131 150.127057   2.370589  9.31 0 -2.34 0.48  1.29 0.59 28.16 28.97 -18.41
   PRIMER-COS 108622 150.154692   2.350232  6.34 0 -0.83 1.06  0.23 0.22 26.95 29.15 -17.63
   PRIMER-COS 111762 150.170179   2.342379  6.10 0 -1.11 1.50  0.61 0.17 27.33 30.20 -16.52
   PRIMER-COS 113415 150.155705   2.337610 10.69 0 -0.95 1.03  2.15 0.43 27.60 29.99 -17.58
   PRIMER-COS 114914 150.117032   2.332659  5.32 0 -2.03 0.87  0.64 0.18 27.00 29.09 -17.41
     PRIMER-UDS 1113  34.261651  -5.089333  5.83 0 -1.76 0.68  1.25 0.09 24.98 27.99 -18.66
     PRIMER-UDS 1800  34.441686  -5.093678  5.17 0 -1.34 0.47  0.02 0.05 23.88 27.45 -19.01
     PRIMER-UDS 2050  34.202316  -5.095298  6.43 0 -1.01 0.51  0.97 0.08 24.56 27.44 -19.36
     PRIMER-UDS 2154  34.201532  -5.095948  6.37 0 -2.79 0.68  0.19 0.22 25.42 26.92 -19.87
     PRIMER-UDS 2557  34.210411  -5.098689  3.52 0 -1.98 2.04  0.02 0.09 24.33 28.19 -17.61
     PRIMER-UDS 3510  34.368949  -5.103948  5.92 0 -1.69 0.42  1.67 0.05 24.62 27.86 -18.81
     PRIMER-UDS 4090  34.394401  -5.106762  5.17 0 -1.87 0.60  1.04 0.07 25.10 28.29 -18.17
     PRIMER-UDS 4396  34.374881  -5.108179  5.83 0 -1.63 0.33  1.37 0.10 25.40 27.56 -19.09
     PRIMER-UDS 4828  34.334611  -5.110271  4.51 0 -1.90 0.27  0.45 0.09 24.67 26.68 -19.55
     PRIMER-UDS 5280  34.353248  -5.112265  5.17 0 -2.33 0.42  0.35 0.08 25.38 27.49 -18.96
     PRIMER-UDS 5480  34.430215  -5.113209  5.80 0 -2.09 0.17  0.08 0.06 24.78 26.64 -20.00
     PRIMER-UDS 5719  34.216890  -5.114330  5.20 0 -2.60 1.51  0.98 0.11 25.27 28.25 -18.21
     PRIMER-UDS 6563  34.340241  -5.118699  5.74 0 -2.40 0.27  0.35 0.11 26.06 27.42 -19.20
     PRIMER-UDS 6817  34.267040  -5.120038  4.75 0 -1.73 0.40  0.84 0.08 25.10 27.61 -18.71
     PRIMER-UDS 9235  34.460348  -5.131579  4.45 0 -0.73 0.35  0.46 0.05 23.33 27.13 -19.07
    PRIMER-UDS 10330  34.447346  -5.135882  5.38 0 -2.08 0.59  1.48 0.12 25.53 27.98 -18.54
    PRIMER-UDS 13468  34.315038  -5.149331  6.97 0 -2.56 0.11  1.49 0.06 24.92 25.85 -21.08
    PRIMER-UDS 13624  34.295992  -5.149867  5.89 0 -1.43 0.37  0.96 0.07 24.60 27.20 -19.47
    PRIMER-UDS 14126  34.247823  -5.151952  7.39 0 -1.29 0.48  1.22 0.11 25.75 28.04 -18.98
    PRIMER-UDS 14305  34.404967  -5.152616  4.42 0 -1.55 0.26  0.32 0.08 25.43 27.22 -18.98
    PRIMER-UDS 14388  34.262847  -5.152974  6.97 0 -2.43 0.55  0.40 0.19 26.01 27.23 -19.70
    PRIMER-UDS 15912  34.425898  -5.159194  6.61 0 -1.50 0.78  1.07 0.12 25.75 28.55 -18.30
    PRIMER-UDS 17160  34.446115  -5.165109  8.14 0 -1.31 0.21  0.88 0.18 25.55 27.32 -19.85
    PRIMER-UDS 17818  34.346186  -5.168181  6.37 0 -1.35 0.35  1.52 0.06 24.84 27.79 -19.00
    PRIMER-UDS 18052  34.407997  -5.169145  6.40 0 -1.30 0.99  0.66 0.09 25.37 28.47 -18.33
    PRIMER-UDS 18356  34.438962  -5.170551  4.36 0 -1.71 0.22  0.09 0.07 24.99 27.14 -19.03
    PRIMER-UDS 18962  34.362942  -5.173186  7.36 0 -1.31 0.62  1.98 0.08 25.54 28.54 -18.48
    PRIMER-UDS 19877  34.363493  -5.176950  4.39 0 -1.73 0.13  0.56 0.04 24.13 26.69 -19.49
    PRIMER-UDS 21550  34.458208  -5.184345  5.20 0 -1.61 1.43  1.59 0.06 24.81 29.19 -17.27
    PRIMER-UDS 21988  34.283363  -5.186535  7.45 0 -1.48 0.56  0.51 0.16 25.88 27.19 -19.84
    PRIMER-UDS 22699  34.471108  -5.190456  5.38 0 -1.75 0.42  1.76 0.07 24.08 27.15 -19.37
    PRIMER-UDS 22980  34.462849  -5.191972  6.40 0 -1.26 0.54  2.20 0.05 24.21 28.00 -18.79
    PRIMER-UDS 23172  34.531264  -5.192856  5.23 0 -2.03 1.04  1.06 0.10 25.20 27.84 -18.63
    PRIMER-UDS 23515  34.425670  -5.194660  5.20 0 -2.30 0.53  0.08 0.08 25.06 27.07 -19.40
    PRIMER-UDS 23662  34.465403  -5.195348  6.43 0 -2.08 0.32  1.39 0.08 25.33 27.44 -19.36
